Competition	Year	Round	Home	Away
NRL	2019	17	Rabbitohs	Sea Eagles
NRL	2019	17	Broncos	Warriors
NRL	2019	17	Storm	Sharks
NRL	2019	17	Roosters	Cowboys
NRL	2019	17	Wests Tigers	Eels
NRL	2019	17	Dragons	Raiders
NRL	2019	18	Broncos	Bulldogs
NRL	2019	18	Warriors	Sharks
NRL	2019	18	Panthers	Dragons
NRL	2019	18	Roosters	Knights
NRL	2019	18	Raiders	Wests Tigers
NRL	2019	18	Cowboys	Rabbitohs
NRL	2019	18	Titans	Storm
NRL	2019	18	Sea Eagles	Eels
NRL	2019	19	Sharks	Cowboys
NRL	2019	19	Knights	Wests Tigers
NRL	2019	19	Rabbitohs	Dragons
NRL	2019	19	Eels	Warriors
NRL	2019	19	Titans	Broncos
NRL	2019	19	Storm	Sea Eagles
NRL	2019	19	Bulldogs	Roosters
NRL	2019	19	Panthers	Raiders
NRL	2019	20	Wests Tigers	Cowboys
NRL	2019	20	Warriors	Raiders
NRL	2019	20	Broncos	Storm
NRL	2019	20	Sea Eagles	Knights
NRL	2019	20	Bulldogs	Panthers
NRL	2019	20	Sharks	Rabbitohs
NRL	2019	20	Roosters	Titans
NRL	2019	20	Dragons	Eels
NRL	2019	21	Cowboys	Broncos
NRL	2019	21	Warriors	Sea Eagles
NRL	2019	21	Panthers	Sharks
NRL	2019	21	Dragons	Titans
NRL	2019	21	Eels	Knights
NRL	2019	21	Bulldogs	Wests Tigers
NRL	2019	21	Raiders	Roosters
NRL	2019	21	Rabbitohs	Storm
NRL	2019	22	Sea Eagles	Wests Tigers
NRL	2019	22	Titans	Eels
NRL	2019	22	Broncos	Panthers
NRL	2019	22	Knights	Cowboys
NRL	2019	22	Storm	Raiders
NRL	2019	22	Rabbitohs	Bulldogs
NRL	2019	22	Roosters	Warriors
NRL	2019	22	Sharks	Dragons
NRL	2019	23	Eels	Bulldogs
NRL	2019	23	Cowboys	Panthers
NRL	2019	23	Broncos	Rabbitohs
NRL	2019	23	Sharks	Warriors
NRL	2019	23	Wests Tigers	Knights
NRL	2019	23	Dragons	Roosters
NRL	2019	23	Storm	Titans
NRL	2019	23	Raiders	Sea Eagles
NRL	2019	24	Cowboys	Bulldogs
NRL	2019	24	Warriors	Rabbitohs
NRL	2019	24	Broncos	Eels
NRL	2019	24	Knights	Titans
NRL	2019	24	Sea Eagles	Storm
NRL	2019	24	Roosters	Panthers
NRL	2019	24	Sharks	Raiders
NRL	2019	24	Dragons	Wests Tigers
NRL	2019	25	Rabbitohs	Roosters
NRL	2019	25	Eels	Sea Eagles
NRL	2019	25	Storm	Cowboys
NRL	2019	25	Raiders	Warriors
NRL	2019	25	Bulldogs	Broncos
NRL	2019	25	Titans	Dragons
NRL	2019	25	Wests Tigers	Sharks
NRL	2019	25	Panthers	Knights
NRL	2019	finals-week-1	Roosters	Rabbitohs
NRL	2019	finals-week-1	Storm	Raiders
NRL	2019	finals-week-1	Sea Eagles	Sharks
NRL	2019	finals-week-1	Eels	Broncos
NRL	2019	finals-week-2	Rabbitohs	Sea Eagles
NRL	2019	finals-week-2	Storm	Eels
NRL	2019	finals-week-3	Raiders	Rabbitohs
NRL	2019	finals-week-3	Roosters	Storm
NRL	2019	grand-final	Roosters	Raiders
NRL	2020	1	Eels	Bulldogs
NRL	2020	1	Raiders	Titans
NRL	2020	1	Cowboys	Broncos
NRL	2020	1	Knights	Warriors
NRL	2020	1	Rabbitohs	Sharks
NRL	2020	1	Panthers	Roosters
NRL	2020	1	Sea Eagles	Storm
NRL	2020	1	Dragons	Wests Tigers
NRL	2020	2	Bulldogs	Cowboys
NRL	2020	2	Dragons	Panthers
NRL	2020	2	Broncos	Rabbitohs
NRL	2020	2	Warriors	Raiders
NRL	2020	2	Roosters	Sea Eagles
NRL	2020	2	Sharks	Storm
NRL	2020	2	Wests Tigers	Knights
NRL	2020	2	Titans	Eels
NRL	2020	3	Broncos	Eels
NRL	2020	3	Cowboys	Titans
NRL	2020	3	Roosters	Rabbitohs
NRL	2020	3	Warriors	Dragons
NRL	2020	3	Sharks	Wests Tigers
NRL	2020	3	Storm	Raiders
NRL	2020	3	Panthers	Knights
NRL	2020	3	Sea Eagles	Bulldogs
NRL	2020	4	Broncos	Roosters
NRL	2020	4	Panthers	Warriors
NRL	2020	4	Storm	Rabbitohs
NRL	2020	4	Eels	Sea Eagles
NRL	2020	4	Cowboys	Sharks
NRL	2020	4	Raiders	Knights
NRL	2020	4	Titans	Wests Tigers
NRL	2020	4	Bulldogs	Dragons
NRL	2020	5	Sea Eagles	Broncos
NRL	2020	5	Warriors	Cowboys
NRL	2020	5	Eels	Panthers
NRL	2020	5	Rabbitohs	Titans
NRL	2020	5	Knights	Storm
NRL	2020	5	Wests Tigers	Raiders
NRL	2020	5	Dragons	Sharks
NRL	2020	5	Bulldogs	Roosters
NRL	2020	6	Knights	Broncos
NRL	2020	6	Rabbitohs	Warriors
NRL	2020	6	Panthers	Storm
NRL	2020	6	Titans	Dragons
NRL	2020	6	Wests Tigers	Cowboys
NRL	2020	6	Roosters	Eels
NRL	2020	6	Raiders	Sea Eagles
NRL	2020	6	Sharks	Bulldogs
NRL	2020	7	Panthers	Rabbitohs
NRL	2020	7	Storm	Warriors
NRL	2020	7	Roosters	Dragons
NRL	2020	7	Cowboys	Knights
NRL	2020	7	Broncos	Titans
NRL	2020	7	Eels	Raiders
NRL	2020	7	Sea Eagles	Sharks
NRL	2020	7	Bulldogs	Wests Tigers
NRL	2020	8	Storm	Roosters
NRL	2020	8	Raiders	Dragons
NRL	2020	8	Eels	Cowboys
NRL	2020	8	Titans	Sharks
NRL	2020	8	Warriors	Broncos
NRL	2020	8	Wests Tigers	Panthers
NRL	2020	8	Sea Eagles	Knights
NRL	2020	8	Bulldogs	Rabbitohs
NRL	2020	9	Cowboys	Roosters
NRL	2020	9	Titans	Warriors
NRL	2020	9	Rabbitohs	Wests Tigers
NRL	2020	9	Sharks	Panthers
NRL	2020	9	Broncos	Bulldogs
NRL	2020	9	Raiders	Storm
NRL	2020	9	Knights	Eels
NRL	2020	9	Dragons	Sea Eagles
NRL	2020	10	Roosters	Raiders
NRL	2020	10	Storm	Titans
NRL	2020	10	Wests Tigers	Broncos
NRL	2020	10	Dragons	Bulldogs
NRL	2020	10	Rabbitohs	Knights
NRL	2020	10	Sea Eagles	Eels
NRL	2020	10	Warriors	Sharks
NRL	2020	10	Panthers	Cowboys
NRL	2020	11	Eels	Wests Tigers
NRL	2020	11	Cowboys	Sea Eagles
NRL	2020	11	Broncos	Storm
NRL	2020	11	Warriors	Roosters
NRL	2020	11	Sharks	Dragons
NRL	2020	11	Raiders	Rabbitohs
NRL	2020	11	Knights	Bulldogs
NRL	2020	11	Titans	Panthers
NRL	2020	12	Dragons	Rabbitohs
NRL	2020	12	Wests Tigers	Warriors
NRL	2020	12	Broncos	Sharks
NRL	2020	12	Roosters	Titans
NRL	2020	12	Cowboys	Raiders
NRL	2020	12	Sea Eagles	Panthers
NRL	2020	12	Bulldogs	Eels
NRL	2020	12	Storm	Knights
NRL	2020	13	Dragons	Roosters
NRL	2020	13	Sea Eagles	Warriors
NRL	2020	13	Rabbitohs	Broncos
NRL	2020	13	Storm	Bulldogs
NRL	2020	13	Knights	Wests Tigers
NRL	2020	13	Panthers	Raiders
NRL	2020	13	Titans	Cowboys
NRL	2020	13	Sharks	Eels
NRL	2020	14	Roosters	Storm
NRL	2020	14	Warriors	Panthers
NRL	2020	14	Eels	Dragons
NRL	2020	14	Sharks	Titans
NRL	2020	14	Cowboys	Rabbitohs
NRL	2020	14	Raiders	Broncos
NRL	2020	14	Knights	Sea Eagles
NRL	2020	14	Wests Tigers	Bulldogs
NRL	2020	15	Eels	Storm
NRL	2020	15	Panthers	Sharks
NRL	2020	15	Broncos	Dragons
NRL	2020	15	Titans	Raiders
NRL	2020	15	Wests Tigers	Roosters
NRL	2020	15	Rabbitohs	Sea Eagles
NRL	2020	15	Bulldogs	Warriors
NRL	2020	15	Knights	Cowboys
NRL	2020	16	Eels	Rabbitohs
NRL	2020	16	Dragons	Titans
NRL	2020	16	Roosters	Broncos
NRL	2020	16	Warriors	Knights
NRL	2020	16	Sharks	Cowboys
NRL	2020	16	Panthers	Wests Tigers
NRL	2020	16	Storm	Sea Eagles
NRL	2020	16	Raiders	Bulldogs
NRL	2020	17	Broncos	Panthers
NRL	2020	17	Knights	Sharks
NRL	2020	17	Rabbitohs	Storm
NRL	2020	17	Bulldogs	Titans
NRL	2020	17	Sea Eagles	Wests Tigers
NRL	2020	17	Raiders	Roosters
NRL	2020	17	Warriors	Eels
NRL	2020	17	Cowboys	Dragons
NRL	2020	18	Wests Tigers	Rabbitohs
NRL	2020	18	Bulldogs	Sea Eagles
NRL	2020	18	Panthers	Eels
NRL	2020	18	Dragons	Raiders
NRL	2020	18	Titans	Broncos
NRL	2020	18	Roosters	Knights
NRL	2020	18	Storm	Cowboys
NRL	2020	18	Sharks	Warriors
NRL	2020	19	Rabbitohs	Bulldogs
NRL	2020	19	Cowboys	Panthers
NRL	2020	19	Eels	Broncos
NRL	2020	19	Sea Eagles	Titans
NRL	2020	19	Storm	Wests Tigers
NRL	2020	19	Roosters	Sharks
NRL	2020	19	Raiders	Warriors
NRL	2020	19	Knights	Dragons
NRL	2020	20	Broncos	Cowboys
NRL	2020	20	Titans	Knights
NRL	2020	20	Rabbitohs	Roosters
NRL	2020	20	Bulldogs	Panthers
NRL	2020	20	Sharks	Raiders
NRL	2020	20	Wests Tigers	Eels
NRL	2020	20	Warriors	Sea Eagles
NRL	2020	20	Dragons	Storm
NRL	2020	finals-week-1	Panthers	Roosters
NRL	2020	finals-week-1	Raiders	Sharks
NRL	2020	finals-week-1	Storm	Eels
NRL	2020	finals-week-1	Rabbitohs	Knights
NRL	2020	finals-week-2	Roosters	Raiders
NRL	2020	finals-week-2	Eels	Rabbitohs
NRL	2020	finals-week-3	Storm	Raiders
NRL	2020	finals-week-3	Panthers	Rabbitohs
NRL	2020	grand-final	Panthers	Storm
NRL	2021	1	Storm	Rabbitohs
NRL	2021	1	Knights	Bulldogs
NRL	2021	1	Broncos	Eels
NRL	2021	1	Warriors	Titans
NRL	2021	1	Roosters	Sea Eagles
NRL	2021	1	Panthers	Cowboys
NRL	2021	1	Raiders	Wests Tigers
NRL	2021	1	Dragons	Sharks
NRL	2021	2	Eels	Storm
NRL	2021	2	Warriors	Knights
NRL	2021	2	Titans	Broncos
NRL	2021	2	Bulldogs	Panthers
NRL	2021	2	Sea Eagles	Rabbitohs
NRL	2021	2	Cowboys	Dragons
NRL	2021	2	Wests Tigers	Roosters
NRL	2021	2	Sharks	Raiders
NRL	2021	3	Panthers	Storm
NRL	2021	3	Dragons	Sea Eagles
NRL	2021	3	Rabbitohs	Roosters
NRL	2021	3	Raiders	Warriors
NRL	2021	3	Broncos	Bulldogs
NRL	2021	3	Eels	Sharks
NRL	2021	3	Knights	Wests Tigers
NRL	2021	3	Cowboys	Titans
NRL	2021	4	Sea Eagles	Panthers
NRL	2021	4	Bulldogs	Rabbitohs
NRL	2021	4	Storm	Broncos
NRL	2021	4	Sharks	Cowboys
NRL	2021	4	Titans	Raiders
NRL	2021	4	Knights	Dragons
NRL	2021	4	Roosters	Warriors
NRL	2021	4	Wests Tigers	Eels
NRL	2021	5	Rabbitohs	Broncos
NRL	2021	5	Warriors	Sea Eagles
NRL	2021	5	Panthers	Raiders
NRL	2021	5	Titans	Knights
NRL	2021	5	Bulldogs	Storm
NRL	2021	5	Roosters	Sharks
NRL	2021	5	Wests Tigers	Cowboys
NRL	2021	5	Eels	Dragons
NRL	2021	6	Broncos	Panthers
NRL	2021	6	Knights	Sharks
NRL	2021	6	Storm	Roosters
NRL	2021	6	Sea Eagles	Titans
NRL	2021	6	Rabbitohs	Wests Tigers
NRL	2021	6	Raiders	Eels
NRL	2021	6	Dragons	Warriors
NRL	2021	6	Cowboys	Bulldogs
NRL	2021	7	Panthers	Knights
NRL	2021	7	Titans	Rabbitohs
NRL	2021	7	Eels	Broncos
NRL	2021	7	Sharks	Bulldogs
NRL	2021	7	Cowboys	Raiders
NRL	2021	7	Wests Tigers	Sea Eagles
NRL	2021	7	Roosters	Dragons
NRL	2021	7	Storm	Warriors
NRL	2021	8	Raiders	Rabbitohs
NRL	2021	8	Storm	Sharks
NRL	2021	8	Broncos	Titans
NRL	2021	8	Panthers	Sea Eagles
NRL	2021	8	Bulldogs	Eels
NRL	2021	8	Knights	Roosters
NRL	2021	8	Warriors	Cowboys
NRL	2021	8	Dragons	Wests Tigers
NRL	2021	9	Rabbitohs	Storm
NRL	2021	9	Panthers	Sharks
NRL	2021	9	Eels	Roosters
NRL	2021	9	Raiders	Knights
NRL	2021	9	Wests Tigers	Titans
NRL	2021	9	Cowboys	Broncos
NRL	2021	9	Sea Eagles	Warriors
NRL	2021	9	Dragons	Bulldogs
NRL	2021	10	Wests Tigers	Knights
NRL	2021	10	Sea Eagles	Broncos
NRL	2021	10	Bulldogs	Raiders
NRL	2021	10	Sharks	Rabbitohs
NRL	2021	10	Roosters	Cowboys
NRL	2021	10	Warriors	Eels
NRL	2021	10	Storm	Dragons
NRL	2021	10	Titans	Panthers
NRL	2021	11	Cowboys	Knights
NRL	2021	11	Warriors	Wests Tigers
NRL	2021	11	Sharks	Dragons
NRL	2021	11	Titans	Bulldogs
NRL	2021	11	Roosters	Broncos
NRL	2021	11	Raiders	Storm
NRL	2021	11	Rabbitohs	Panthers
NRL	2021	11	Eels	Sea Eagles
NRL	2021	12	Broncos	Storm
NRL	2021	12	Cowboys	Warriors
NRL	2021	12	Wests Tigers	Dragons
NRL	2021	12	Panthers	Bulldogs
NRL	2021	12	Rabbitohs	Eels
NRL	2021	12	Roosters	Raiders
NRL	2021	12	Sharks	Titans
NRL	2021	12	Knights	Sea Eagles
NRL	2021	13	Dragons	Broncos
NRL	2021	13	Wests Tigers	Panthers
NRL	2021	13	Storm	Titans
NRL	2021	13	Knights	Eels
NRL	2021	14	Sea Eagles	Cowboys
NRL	2021	14	Sharks	Panthers
NRL	2021	14	Titans	Roosters
NRL	2021	14	Rabbitohs	Knights
NRL	2021	14	Raiders	Broncos
NRL	2021	14	Warriors	Storm
NRL	2021	14	Eels	Wests Tigers
NRL	2021	14	Bulldogs	Dragons
NRL	2021	15	Broncos	Rabbitohs
NRL	2021	15	Cowboys	Sharks
NRL	2021	15	Panthers	Roosters
NRL	2021	15	Knights	Warriors
NRL	2021	15	Dragons	Raiders
NRL	2021	15	Storm	Wests Tigers
NRL	2021	15	Eels	Bulldogs
NRL	2021	15	Titans	Sea Eagles
NRL	2021	16	Roosters	Storm
NRL	2021	16	Warriors	Dragons
NRL	2021	16	Panthers	Eels
NRL	2021	16	Bulldogs	Sea Eagles
NRL	2021	16	Raiders	Titans
NRL	2021	16	Knights	Cowboys
NRL	2021	16	Broncos	Sharks
NRL	2021	16	Wests Tigers	Rabbitohs
NRL	2021	17	Sea Eagles	Raiders
NRL	2021	17	Rabbitohs	Cowboys
NRL	2021	17	Bulldogs	Roosters
NRL	2021	17	Sharks	Warriors
NRL	2021	18	Titans	Eels
NRL	2021	18	Sea Eagles	Dragons
NRL	2021	18	Cowboys	Roosters
NRL	2021	18	Raiders	Sharks
NRL	2021	18	Storm	Knights
NRL	2021	18	Warriors	Panthers
NRL	2021	18	Broncos	Wests Tigers
NRL	2021	18	Rabbitohs	Bulldogs
NRL	2021	19	Eels	Raiders
NRL	2021	19	Roosters	Knights
NRL	2021	19	Cowboys	Storm
NRL	2021	19	Rabbitohs	Warriors
NRL	2021	19	Sea Eagles	Wests Tigers
NRL	2021	19	Panthers	Broncos
NRL	2021	19	Dragons	Titans
NRL	2021	19	Bulldogs	Sharks
NRL	2021	20	Roosters	Eels
NRL	2021	20	Wests Tigers	Warriors
NRL	2021	20	Broncos	Cowboys
NRL	2021	20	Knights	Raiders
NRL	2021	20	Storm	Panthers
NRL	2021	20	Dragons	Rabbitohs
NRL	2021	20	Bulldogs	Titans
NRL	2021	20	Sharks	Sea Eagles
NRL	2021	21	Knights	Broncos
NRL	2021	21	Raiders	Dragons
NRL	2021	21	Eels	Rabbitohs
NRL	2021	21	Warriors	Sharks
NRL	2021	21	Roosters	Panthers
NRL	2021	21	Sea Eagles	Storm
NRL	2021	21	Bulldogs	Wests Tigers
NRL	2021	21	Titans	Cowboys
NRL	2021	22	Storm	Raiders
NRL	2021	22	Dragons	Panthers
NRL	2021	22	Broncos	Roosters
NRL	2021	22	Rabbitohs	Titans
NRL	2021	22	Cowboys	Wests Tigers
NRL	2021	22	Sea Eagles	Eels
NRL	2021	22	Warriors	Bulldogs
NRL	2021	22	Sharks	Knights
NRL	2021	23	Titans	Storm
NRL	2021	23	Raiders	Sea Eagles
NRL	2021	23	Panthers	Rabbitohs
NRL	2021	23	Wests Tigers	Sharks
NRL	2021	23	Bulldogs	Knights
NRL	2021	23	Eels	Cowboys
NRL	2021	23	Dragons	Roosters
NRL	2021	23	Broncos	Warriors
NRL	2021	24	Knights	Titans
NRL	2021	24	Warriors	Raiders
NRL	2021	24	Roosters	Rabbitohs
NRL	2021	24	Dragons	Cowboys
NRL	2021	24	Sharks	Broncos
NRL	2021	24	Storm	Eels
NRL	2021	24	Sea Eagles	Bulldogs
NRL	2021	24	Panthers	Wests Tigers
NRL	2021	25	Raiders	Roosters
NRL	2021	25	Sharks	Storm
NRL	2021	25	Eels	Panthers
NRL	2021	25	Broncos	Knights
NRL	2021	25	Cowboys	Sea Eagles
NRL	2021	25	Rabbitohs	Dragons
NRL	2021	25	Titans	Warriors
NRL	2021	25	Wests Tigers	Bulldogs
NRL	2021	finals-week-1	Storm	Sea Eagles
NRL	2021	finals-week-1	Roosters	Titans
NRL	2021	finals-week-1	Panthers	Rabbitohs
NRL	2021	finals-week-1	Eels	Knights
NRL	2021	finals-week-2	Sea Eagles	Roosters
NRL	2021	finals-week-2	Panthers	Eels
NRL	2021	finals-week-3	Rabbitohs	Sea Eagles
NRL	2021	finals-week-3	Storm	Panthers
NRL	2021	grand-final	Panthers	Rabbitohs
NRL	2022	1	Panthers	Sea Eagles
NRL	2022	1	Raiders	Sharks
NRL	2022	1	Broncos	Rabbitohs
NRL	2022	1	Roosters	Knights
NRL	2022	1	Warriors	Dragons
NRL	2022	1	Wests Tigers	Storm
NRL	2022	1	Eels	Titans
NRL	2022	1	Cowboys	Bulldogs
NRL	2022	2	Storm	Rabbitohs
NRL	2022	2	Dragons	Panthers
NRL	2022	2	Roosters	Sea Eagles
NRL	2022	2	Titans	Warriors
NRL	2022	2	Sharks	Eels
NRL	2022	2	Cowboys	Raiders
NRL	2022	2	Knights	Wests Tigers
NRL	2022	2	Bulldogs	Broncos
NRL	2022	3	Dragons	Sharks
NRL	2022	3	Wests Tigers	Warriors
NRL	2022	3	Rabbitohs	Roosters
NRL	2022	3	Panthers	Knights
NRL	2022	3	Storm	Eels
NRL	2022	3	Raiders	Titans
NRL	2022	3	Broncos	Cowboys
NRL	2022	3	Sea Eagles	Bulldogs
NRL	2022	4	Titans	Wests Tigers
NRL	2022	4	Sharks	Knights
NRL	2022	4	Panthers	Rabbitohs
NRL	2022	4	Warriors	Broncos
NRL	2022	4	Sea Eagles	Raiders
NRL	2022	4	Cowboys	Roosters
NRL	2022	4	Storm	Bulldogs
NRL	2022	4	Eels	Dragons
NRL	2022	5	Knights	Sea Eagles
NRL	2022	5	Warriors	Cowboys
NRL	2022	5	Broncos	Roosters
NRL	2022	5	Raiders	Storm
NRL	2022	5	Rabbitohs	Dragons
NRL	2022	5	Titans	Eels
NRL	2022	5	Sharks	Wests Tigers
NRL	2022	5	Bulldogs	Panthers
NRL	2022	6	Raiders	Cowboys
NRL	2022	6	Rabbitohs	Bulldogs
NRL	2022	6	Panthers	Broncos
NRL	2022	6	Sea Eagles	Titans
NRL	2022	6	Storm	Sharks
NRL	2022	6	Roosters	Warriors
NRL	2022	6	Dragons	Knights
NRL	2022	6	Eels	Wests Tigers
NRL	2022	7	Sharks	Sea Eagles
NRL	2022	7	Broncos	Bulldogs
NRL	2022	7	Cowboys	Titans
NRL	2022	7	Wests Tigers	Rabbitohs
NRL	2022	7	Knights	Eels
NRL	2022	7	Panthers	Raiders
NRL	2022	7	Dragons	Roosters
NRL	2022	7	Storm	Warriors
NRL	2022	8	Broncos	Sharks
NRL	2022	8	Titans	Panthers
NRL	2022	8	Rabbitohs	Sea Eagles
NRL	2022	8	Warriors	Raiders
NRL	2022	8	Bulldogs	Roosters
NRL	2022	8	Eels	Cowboys
NRL	2022	8	Knights	Storm
NRL	2022	8	Dragons	Wests Tigers
NRL	2022	9	Rabbitohs	Broncos
NRL	2022	9	Raiders	Bulldogs
NRL	2022	9	Panthers	Eels
NRL	2022	9	Sea Eagles	Wests Tigers
NRL	2022	9	Roosters	Titans
NRL	2022	9	Cowboys	Knights
NRL	2022	9	Storm	Dragons
NRL	2022	9	Sharks	Warriors
NRL	2022	10	Bulldogs	Knights
NRL	2022	10	Sea Eagles	Broncos
NRL	2022	10	Warriors	Rabbitohs
NRL	2022	10	Titans	Dragons
NRL	2022	10	Storm	Panthers
NRL	2022	10	Sharks	Raiders
NRL	2022	10	Roosters	Eels
NRL	2022	10	Wests Tigers	Cowboys
NRL	2022	11	Knights	Broncos
NRL	2022	11	Wests Tigers	Bulldogs
NRL	2022	11	Eels	Sea Eagles
NRL	2022	11	Dragons	Warriors
NRL	2022	11	Cowboys	Storm
NRL	2022	11	Roosters	Panthers
NRL	2022	11	Rabbitohs	Raiders
NRL	2022	11	Titans	Sharks
NRL	2022	12	Storm	Sea Eagles
NRL	2022	12	Panthers	Cowboys
NRL	2022	12	Broncos	Titans
NRL	2022	12	Warriors	Knights
NRL	2022	12	Rabbitohs	Wests Tigers
NRL	2022	12	Sharks	Roosters
NRL	2022	12	Bulldogs	Dragons
NRL	2022	12	Raiders	Eels
NRL	2022	13	Titans	Cowboys
NRL	2022	13	Panthers	Bulldogs
NRL	2022	13	Sea Eagles	Warriors
NRL	2022	13	Raiders	Roosters
NRL	2022	14	Cowboys	Dragons
NRL	2022	14	Titans	Rabbitohs
NRL	2022	14	Roosters	Storm
NRL	2022	14	Broncos	Raiders
NRL	2022	14	Wests Tigers	Sea Eagles
NRL	2022	14	Knights	Panthers
NRL	2022	14	Warriors	Sharks
NRL	2022	14	Bulldogs	Eels
NRL	2022	15	Dragons	Rabbitohs
NRL	2022	15	Sea Eagles	Cowboys
NRL	2022	15	Storm	Broncos
NRL	2022	15	Sharks	Titans
NRL	2022	15	Warriors	Panthers
NRL	2022	15	Eels	Roosters
NRL	2022	15	Raiders	Knights
NRL	2022	15	Bulldogs	Wests Tigers
NRL	2022	16	Sea Eagles	Storm
NRL	2022	16	Knights	Titans
NRL	2022	16	Panthers	Roosters
NRL	2022	16	Bulldogs	Sharks
NRL	2022	16	Cowboys	Broncos
NRL	2022	16	Rabbitohs	Eels
NRL	2022	16	Warriors	Wests Tigers
NRL	2022	16	Dragons	Raiders
NRL	2022	17	Sharks	Storm
NRL	2022	17	Knights	Rabbitohs
NRL	2022	17	Wests Tigers	Eels
NRL	2022	17	Broncos	Dragons
NRL	2022	18	Cowboys	Sharks
NRL	2022	18	Eels	Warriors
NRL	2022	18	Roosters	Dragons
NRL	2022	18	Sea Eagles	Knights
NRL	2022	18	Titans	Broncos
NRL	2022	18	Wests Tigers	Panthers
NRL	2022	18	Storm	Raiders
NRL	2022	18	Bulldogs	Rabbitohs
NRL	2022	19	Eels	Broncos
NRL	2022	19	Dragons	Sea Eagles
NRL	2022	19	Knights	Roosters
NRL	2022	19	Raiders	Warriors
NRL	2022	19	Panthers	Sharks
NRL	2022	19	Rabbitohs	Storm
NRL	2022	19	Bulldogs	Titans
NRL	2022	19	Cowboys	Wests Tigers
NRL	2022	20	Sea Eagles	Roosters
NRL	2022	20	Warriors	Storm
NRL	2022	20	Eels	Panthers
NRL	2022	20	Titans	Raiders
NRL	2022	20	Sharks	Rabbitohs
NRL	2022	20	Broncos	Wests Tigers
NRL	2022	20	Knights	Bulldogs
NRL	2022	20	Dragons	Cowboys
NRL	2022	21	Roosters	Broncos
NRL	2022	21	Storm	Titans
NRL	2022	21	Sea Eagles	Eels
NRL	2022	21	Rabbitohs	Warriors
NRL	2022	21	Raiders	Panthers
NRL	2022	21	Sharks	Dragons
NRL	2022	21	Bulldogs	Cowboys
NRL	2022	21	Wests Tigers	Knights
NRL	2022	22	Panthers	Storm
NRL	2022	22	Warriors	Bulldogs
NRL	2022	22	Eels	Rabbitohs
NRL	2022	22	Roosters	Cowboys
NRL	2022	22	Wests Tigers	Sharks
NRL	2022	22	Broncos	Knights
NRL	2022	22	Raiders	Dragons
NRL	2022	22	Titans	Sea Eagles
NRL	2022	23	Rabbitohs	Panthers
NRL	2022	23	Cowboys	Warriors
NRL	2022	23	Broncos	Storm
NRL	2022	23	Eels	Bulldogs
NRL	2022	23	Sea Eagles	Sharks
NRL	2022	23	Roosters	Wests Tigers
NRL	2022	23	Dragons	Titans
NRL	2022	23	Knights	Raiders
NRL	2022	24	Broncos	Eels
NRL	2022	24	Panthers	Warriors
NRL	2022	24	Storm	Roosters
NRL	2022	24	Raiders	Sea Eagles
NRL	2022	24	Sharks	Bulldogs
NRL	2022	24	Rabbitohs	Cowboys
NRL	2022	24	Wests Tigers	Dragons
NRL	2022	24	Titans	Knights
NRL	2022	25	Eels	Storm
NRL	2022	25	Bulldogs	Sea Eagles
NRL	2022	25	Roosters	Rabbitohs
NRL	2022	25	Warriors	Titans
NRL	2022	25	Dragons	Broncos
NRL	2022	25	Cowboys	Panthers
NRL	2022	25	Knights	Sharks
NRL	2022	25	Wests Tigers	Raiders
NRL	2022	finals-week-1	Panthers	Eels
NRL	2022	finals-week-1	Storm	Raiders
NRL	2022	finals-week-1	Sharks	Cowboys
NRL	2022	finals-week-1	Roosters	Rabbitohs
NRL	2022	finals-week-2	Eels	Raiders
NRL	2022	finals-week-2	Sharks	Rabbitohs
NRL	2022	finals-week-3	Cowboys	Eels
NRL	2022	finals-week-3	Panthers	Rabbitohs
NRL	2022	grand-final	Panthers	Eels
NRL	2023	1	Eels	Storm
NRL	2023	1	Warriors	Knights
NRL	2023	1	Panthers	Broncos
NRL	2023	1	Sea Eagles	Bulldogs
NRL	2023	1	Cowboys	Raiders
NRL	2023	1	Sharks	Rabbitohs
NRL	2023	1	Dolphins	Roosters
NRL	2023	1	Wests Tigers	Titans
NRL	2023	2	Panthers	Rabbitohs
NRL	2023	2	Eels	Sharks
NRL	2023	2	Broncos	Cowboys
NRL	2023	2	Roosters	Warriors
NRL	2023	2	Dolphins	Raiders
NRL	2023	2	Storm	Bulldogs
NRL	2023	2	Wests Tigers	Knights
NRL	2023	2	Dragons	Titans
NRL	2023	3	Sea Eagles	Eels
NRL	2023	3	Knights	Dolphins
NRL	2023	3	Roosters	Rabbitohs
NRL	2023	3	Titans	Storm
NRL	2023	3	Cowboys	Warriors
NRL	2023	3	Broncos	Dragons
NRL	2023	3	Bulldogs	Wests Tigers
NRL	2023	3	Raiders	Sharks
NRL	2023	4	Eels	Panthers
NRL	2023	4	Storm	Wests Tigers
NRL	2023	4	Dolphins	Broncos
NRL	2023	4	Cowboys	Titans
NRL	2023	4	Rabbitohs	Sea Eagles
NRL	2023	4	Warriors	Bulldogs
NRL	2023	4	Knights	Raiders
NRL	2023	4	Dragons	Sharks
NRL	2023	5	Roosters	Eels
NRL	2023	5	Raiders	Panthers
NRL	2023	5	Rabbitohs	Storm
NRL	2023	5	Sea Eagles	Knights
NRL	2023	5	Dragons	Dolphins
NRL	2023	5	Broncos	Wests Tigers
NRL	2023	5	Sharks	Warriors
NRL	2023	5	Bulldogs	Cowboys
